"Age","Gender","Country","Membership_Years","Login_Frequency","Cart_Abandonment_Rate","Total_Purchases","Days_Since_Last_Purchase","Returns_Rate","Product_Reviews_Written","Social_Media_Engagement_Score","Mobile_App_Usage","Credit_Balance","Churned"
40,"Male","Canada",2.2,16,55.8,22.1,28,8.6,8,45.4,26.7,3917,"1"
30,"Female","USA",6.4,3,65.8,9,2,7.4,0,24.8,19,1922,"0"
41,"Male","UK",4.7,14,50.9,14,8,18.9,3,39.5,24.8,2261,"0"
41,"Male","France",0.6,0,61.2,9.1,10,3.5,1,0,18.2,2160,"0"
31,"Male","France",3,24,25.4,28.6,19,5.8,13,47.9,37.1,4168,"0"
47,"Male","UK",2.2,15,28.4,22,10,2.5,5,51.5,33,4107,"1"
21,"Male","Australia",2.7,8,79.1,6,3,15.1,1,0.2,3.9,2452,"0"
35,"Female","India",3.8,7,61.3,11,23,1.2,4,11,10.3,2631,"1"
44,"Female","UK",1.9,13,54.7,20,98,12.9,3,27.6,22.2,2802,"0"
34,"Male","UK",2.9,5,69.3,7,5,5.4,2,27.6,11.7,1595,"0"
38,"Male","Germany",1.4,5,62.8,3.9,52,1.5,1,11.8,4.9,1236,"0"
38,"Female","Japan",6,30,47.2,16,48,5.4,4,44.2,33.2,2745,"0"
27,"Female","USA",0.8,21,45.9,23.4,41,3.7,7,8.4,32.1,2176,"0"
52,"Female","UK",0.5,11,58.8,18.2,12,6.6,3,7.9,13.5,2968,"0"
25,"Male","UK",0.9,1,71.7,5,11,4.7,4,38.4,13.1,0,"0"
41,"Female","Japan",4.8,1,78.1,8,7,5.4,1,0.8,9.1,0,"1"
38,"Male","Australia",2.6,5,81.9,7,26,1.5,0,13.6,7.7,1896,"1"
26,"Male","USA",0.5,14,48.5,8,42,3.8,0,31.6,19.4,1394,"0"
38,"Male","France",2.2,5,63.4,8,76,10.8,3,30.7,9.3,1161,"0"
27,"Male","USA",2.3,8,49.4,11.7,22,15.1,1,26.6,5.9,1060,"0"
54,"Female","Canada",0.3,9,86.8,5,39,5.9,0,27.3,19.7,2069,"1"
38,"Female","USA",8.4,12,79.2,11,2,9.7,2,0,9.1,1209,"0"
30,"Male","UK",6,13,59.3,10.4,44,6.2,0,20.1,18.9,2478,"0"
23,"Female","France",4.2,6,69.6,5.2,29,13.2,0,12.7,9.2,379,"1"
21,"Male","USA",0.4,8,64,11.7,43,1.9,1,17.4,11,1453,"0"
38,"Female","France",2.8,23,46.2,20.8,24,0.6,5,56.5,29,1730,"0"
44,"Female","USA",1,18,53.9,16,47,0.9,1,76.8,22.7,2960,"0"
39,"Male","USA",1.7,8,46,10.4,49,2,2,28.9,10.1,1533,"0"
30,"Female","India",2.5,4,60.9,12,33,2.2,1,10.1,15.9,489,"0"
48,"Male","UK",1,0,64.5,5,3,4.5,1,29.8,15,1896,"0"
38,"Male","France",3.1,20,55.5,14,21,1.8,4,54.8,26.7,1896,"0"
47,"Male","Canada",4,9,75.5,6.5,200,2.3,1,5.2,21.4,277,"1"
27,"Male","Germany",2.6,6,30.4,10,22,4.6,2,43.1,20.6,1896,"0"
30,"Female","Canada",4.2,8,46.5,12,56,7.9,2,27.6,29.2,3681,"0"
47,"Male","Canada",2.4,0,73.6,19,108,3.7,1,0,13.1,1853,"1"
48,"Female","Australia",0.9,14,48.4,19.5,14,1.4,3,27.6,24.1,2231,"0"
45,"Male","Canada",6.8,0,68.2,2,3,5.4,2,2.8,2.9,596,"0"
25,"Female","Australia",1.8,28,39.4,24,60,8.6,13,47.2,44.9,5147,"0"
32,"Female","UK",1.2,20,66.4,20.8,22,9.4,3,29.1,15.5,2618,"0"
39,"Male","Japan",3,17,50.6,19.5,54,13.3,2,57.6,25.6,3446,"0"
27,"Female","USA",6.4,10,53.2,7,21,5.4,1,17,18.6,3564,"0"
54,"Male","UK",1.2,11,44.2,15.6,11,3.8,3,25.7,21,1131,"0"
18,"Male","USA",2.5,3,60.4,9,86,4.4,2,21.8,10.7,1131,"1"
28,"Female","USA",6.7,7,57.8,11,27,2.7,4,61.3,16.2,2005,"0"
31,"Male","USA",0.5,7,44.8,10,7,5.4,1,5.2,18.6,1597,"0"
18,"Male","UK",3.7,14,55,8,38,2.4,3,27.6,9.1,339,"0"
21,"Female","USA",2.9,24,22.6,16.9,15,5,4,51.6,30,1617,"1"
45,"Male","Canada",3.6,10,40.8,14,26,5.8,4,21.3,13.7,2059,"0"
38,"Male","India",3.3,10,58.2,10.4,31,9.8,3,16.4,12.4,2350,"0"
56,"Male","USA",3.6,5,81.9,2,91,11.7,0,9.7,2.9,1264,"1"
56,"Male","Germany",4,10,35.7,12,21,1.6,2,30,24.1,1604,"0"
43,"Female","USA",0.4,0,66.7,5,26,5.4,0,0,5.5,552,"1"
41,"Male","USA",4.2,8,68,7,5,8.4,0,9.3,11.8,1221,"1"
38,"Male","Australia",1.2,5,70.1,4,2,11.2,2,34.1,16.6,1366,"1"
18,"Male","UK",2.3,14,48.7,13,21,3.8,3,39.7,30.2,2228,"0"
38,"Female","USA",2.6,6,59.6,14,7,5.4,1,27.9,20.2,1164,"0"
38,"Female","Canada",0.3,21,50.4,19,1,3,7,63.2,18.6,3208,"1"
45,"Male","Japan",4.1,14,70.8,3.9,5,1.5,0,9.2,5.5,1706,"0"
41,"Male","Australia",3.2,2,57.4,18,13,3.4,0,42.7,22.4,3959,"0"
27,"Male","Canada",2.5,12,69.9,7.8,121,2.5,0,27.6,18.6,1114,"1"
38,"Male","Japan",2.8,2,51,11,52,6.1,1,0,15.9,1896,"0"
55,"Female","Australia",2.6,17,46.6,9,28,2.3,2,64.1,21.9,1557,"0"
49,"Female","UK",1.8,17,44.8,15,5,9.3,5,29,26,1896,"0"
49,"Female","UK",1.7,17,49.1,14,48,8.4,5,41.5,29.6,2876,"0"
31,"Male","India",5.2,24,39,21,50,2.5,3,85,18.6,3636,"0"
50,"Male","USA",2.3,1,61.1,2,30,2,3,27.6,12.4,815,"0"
39,"Female","USA",8.1,22,33.8,15,21,9,7,29.7,24.6,2601,"0"
44,"Female","UK",2.2,18,27.3,31.2,29,4,0,54.9,24.5,3057,"0"
38,"Male","USA",0.7,27,27.3,17,1,5.4,7,52.4,18.6,2694,"0"
36,"Male","USA",0.6,22,46,15,24,5,4,41.8,36.3,3505,"0"
27,"Male","Canada",2.1,16,52,16,7,16.8,4,23,28.7,1690,"0"
37,"Female","Canada",2.3,15,50.6,9,1,3,2,12.6,23,2393,"0"
49,"Male","UK",3.6,0,72.1,2.6,49,3.6,1,10.1,6.8,0,"1"
32,"Female","UK",4.6,18,35.5,17,20,15.8,7,38.6,18.6,2593,"0"
48,"Male","Germany",8.8,0,73.2,8,0,7,5,31.2,10.5,344,"0"
46,"Male","France",3.1,16,52.8,15,4,3.2,1,44.7,15.8,1428,"0"
34,"Male","USA",3.7,28,25.3,21,24,4.7,3,54.3,42.2,2413,"0"
54,"Female","USA",5.7,9,46.3,15,51,3,6,49.2,25.4,3666,"0"
33,"Other","USA",2.6,22,48.7,17,8,6.6,1,27.6,18,1744,"0"
56,"Male","France",3.7,19,53.5,23.4,54,1.8,3,36.9,30.5,2420,"1"
43,"Male","USA",3.2,19,65.4,16.9,3,6.1,2,45.1,17.8,1896,"0"
37,"Female","Japan",4,23,52,13,10,4.5,4,41.5,27.8,3397,"0"
27,"Male","Germany",2.9,18,30.1,11,55,16.5,6,38.3,23.7,1336,"0"
36,"Male","Canada",6.5,1,77.8,9,6,12.7,2,25.5,15.5,135,"0"
35,"Female","USA",1.5,4,57.1,11,35,1.5,2,27.6,22.7,2763,"0"
22,"Other","USA",1.1,17,38.1,16,25,10.2,2,51.8,26,2591,"1"
35,"Female","UK",0.9,20,40.6,22.1,48,19.6,8,60.3,11.1,2271,"0"
28,"Male","UK",1.4,2,71.1,10.4,68,7.7,2,0,19.2,1432,"1"
45,"Female","USA",4.6,11,59.3,10.4,58,2.1,1,24.4,11.4,2431,"0"
53,"Male","USA",6.2,11,53.3,16,1,9.2,5,39.6,20.4,3200,"1"
23,"Male","USA",2.2,16,65.2,9.1,18,2,0,42.5,15.7,2807,"0"
58,"Female","Germany",1,6,70.2,7,62,5.4,3,0,9.6,759,"1"
36,"Female","UK",2.9,25,23.3,25,19,1.9,10,68.2,34.4,4645,"0"
26,"Male","USA",3.2,22,12,18,105,4.6,4,72.7,26.2,1160,"0"
47,"Male","India",1.5,10,39.8,13,10,1.5,2,41.4,20.5,1829,"0"
32,"Male","USA",2.9,4,66.1,10,20,7.6,0,4.6,18.6,0,"0"
37,"Female","India",3.7,15,53,15,37,4.6,1,28.9,18.6,3537,"0"
33,"Female","USA",8.6,7,74.3,1,18,3,2,0,6.3,1166,"0"
28,"Female","Australia",1.8,33,43.4,27.3,65,1.6,8,77.5,34,3761,"0"
46,"Female","Canada",1.8,22,38.5,18,67,7.1,8,38.1,41.2,1896,"1"
34,"Female","Canada",6.8,21,60,16.9,13,5.5,2,47.6,27.5,3168,"0"
20,"Male","Canada",1.7,0,55.6,13,27,1.5,3,11.1,22.1,1269,"0"
44,"Female","Germany",2.3,13,86.1,3,1,0.2,1,18.8,18.6,0,"0"
23,"Female","Australia",3.1,11,47.7,15,24,8.2,2,31.7,10.4,1412,"0"
24,"Female","USA",1.9,3,48.8,15.6,10,2.6,1,29,16.8,350,"1"
52,"Female","USA",4.3,26,48.5,11,18,6,3,33,20.7,668,"0"
23,"Male","UK",3.2,16,70.7,10.4,2,4.3,1,37.1,18.4,3183,"0"
18,"Male","Japan",0.3,12,46.2,15,29,10.3,6,52.7,22.7,2389,"0"
38,"Female","USA",1,23,56.8,23.4,62,0.2,6,33.7,21.4,1217,"0"
34,"Male","UK",4.5,8,81.1,0,13,15.2,0,0,2.8,1306,"1"
35,"Male","France",5.3,10,57.9,11,6,2.3,5,51.7,14.9,2212,"1"
34,"Female","India",3,8,62.8,9,13,2.4,2,27.8,22.8,3224,"0"
40,"Female","Australia",4.6,15,57.5,8,2,3.6,1,13,11.8,699,"0"
28,"Female","Japan",3.4,26,36,19,23,10.7,3,40.2,38.2,4546,"0"
55,"Female","Canada",1.2,28,35.1,15,30,12.4,2,36.2,28.8,3435,"0"
20,"Male","France",4.9,12,70.1,8,56,21,2,0,7.8,1760,"1"
43,"Male","India",2.7,14,50.8,13,43,7,3,39.2,6.5,3934,"0"
45,"Female","UK",4.9,10,51.5,18,57,4.7,3,27.6,19.5,1816,"1"
28,"Female","USA",7.9,19,49.4,14,21,8.2,3,38.1,23.4,3196,"1"
25,"Male","USA",1.9,24,52.1,24.7,31,4.7,4,53.9,28.6,2506,"0"
50,"Female","India",4.6,0,72.7,7,1,7.7,2,0,5.3,1896,"1"
26,"Male","USA",1.7,20,71.3,10,8,5,4,16.3,1.6,1190,"0"
30,"Male","USA",7.9,8,76.3,5,25,13.8,2,9.5,9.9,1896,"1"
48,"Female","Australia",10,12,50,11,19,2.4,2,18.4,8.5,3573,"0"
38,"Female","UK",1.9,8,39.6,8,40,12.8,1,27.6,13.9,0,"0"
18,"Male","USA",2.3,1,77.1,5,32,5.4,0,0,7.9,550,"1"
58,"Female","USA",4,7,64.5,12,8,5.6,6,0,13.1,709,"0"
31,"Female","USA",1.6,18,60.3,14,8,6.1,5,52.6,27,1911,"1"
33,"Female","Germany",3.2,18,60.5,27.3,21,3.4,4,38.3,21.9,2919,"0"
41,"Male","USA",2.8,2,77.5,10,8,5.4,3,27.6,14.3,885,"0"
45,"Male","USA",2.4,3,81,4,1,5.4,2,7.2,12.6,1137,"1"
61,"Female","USA",1.2,17,52.5,15,13,0.9,5,33.7,20.9,1896,"0"
18,"Female","Australia",2.3,10,77.3,9,3,10.2,3,17.7,15.2,1330,"0"
47,"Female","USA",7.2,14,51.1,13,8,4.4,2,19.6,16.3,1896,"0"
46,"Male","UK",10,26,17.5,23,11,3.1,9,27.6,43.9,4409,"0"
36,"Female","USA",6.3,6,70.6,6.5,37,5.8,2,12.1,14.2,1896,"1"
47,"Male","USA",3.1,6,41.3,21,12,0.6,5,38.5,28,1896,"1"
49,"Male","USA",3.3,2,65.8,3,21,13.3,2,22.4,7.6,2805,"1"
38,"Male","Germany",5.5,10,74.6,10,44,3.2,1,46.9,19.8,2298,"1"
58,"Female","Australia",3.2,0,84.5,7.8,18,8.9,0,29.8,15.7,1458,"0"
19,"Male","Canada",5.3,24,13.9,16,15,5.4,4,59.9,33.4,2307,"0"
38,"Male","UK",3.7,11,65.3,8,45,0.7,1,29.1,18.2,428,"0"
34,"Male","USA",1.8,7,96.1,6,11,10.7,0,27.6,6,2798,"1"
61,"Male","UK",1.2,14,64,11,0,3.3,2,27.6,19.2,1643,"0"
34,"Female","UK",5,9,47.1,19,9,8,2,64,26.1,2940,"0"
37,"Female","Canada",5.1,3,70.6,6.5,2,6.2,2,14.5,8.3,2078,"0"
55,"Male","UK",0.8,11,50.3,5,12,4.3,3,32.6,15,1119,"0"
34,"Female","Canada",1.3,21,51,22.1,2,5.4,4,39.5,18.6,1830,"1"
23,"Female","USA",1.7,0,70.2,10,104,6.2,2,16.1,15.5,1106,"1"
32,"Male","USA",2.1,9,59.4,20,10,18.3,3,25.8,25.6,1391,"0"
54,"Female","France",1,16,53.9,10,15,23.8,5,15.6,20.4,2683,"0"
38,"Male","France",1.8,22,36.3,18,13,8.8,3,27.6,30.8,2674,"0"
38,"Other","Germany",5.1,11,72.7,11,60,1.7,2,27.6,26.5,2733,"0"
46,"Male","USA",4.6,25,16.2,21,0,5.6,6,55.8,30.7,3925,"0"
30,"Male","UK",3.6,16,42.3,13,64,15,4,35.6,19.3,1386,"0"
38,"Female","USA",7.1,8,61.1,14,41,2.5,2,14,12.5,2270,"0"
27,"Female","Japan",4.6,12,42.2,12,0,3.2,2,37.1,24.5,3485,"1"
29,"Male","Australia",0.7,10,79.6,10,38,15.3,0,43.9,18.6,1110,"1"
75,"Male","India",1.2,19,57.6,22.1,29,17.8,5,42.3,23.4,1896,"1"
50,"Female","Canada",1.2,0,62.6,7,0,4.8,0,12.5,11.6,1151,"0"
48,"Male","UK",5.7,2,61,6,2,1.7,3,24.7,21.7,1896,"0"
38,"Female","Australia",2.2,2,96,7,10,13.5,0,10.4,18.6,1905,"1"
56,"Male","UK",5.1,2,64.1,13,25,2.4,2,17.6,16.1,1853,"0"
51,"Female","USA",1.7,19,28.6,14,34,4.6,5,49.2,28,1541,"1"
60,"Female","Canada",2.6,0,78.1,13,62,5.9,0,3.6,18.6,513,"1"
59,"Male","USA",5.1,17,39.2,15,1,2.3,3,48.4,24.2,3984,"0"
20,"Female","France",2.2,5,73.7,4,34,4.6,2,30.7,18.6,1232,"1"
24,"Male","UK",3,20,47.7,19,17,3.1,5,33.2,30.9,3215,"0"
25,"Female","Germany",3.1,10,65.6,9,9,6.4,3,0,11,598,"0"
26,"Male","Canada",5.9,3,83.6,9,35,4.4,2,15.4,18.6,1896,"1"
41,"Male","Canada",1.6,1,55.1,4,0,9.3,0,0,18.6,2483,"0"
31,"Female","India",0.6,11,51.3,19.5,31,2.8,6,14.2,19,3946,"0"
62,"Female","USA",2.5,15,37.5,25,46,0.2,6,61.4,25.4,1617,"0"
60,"Male","Canada",3.7,3,57.8,13,4,3.3,0,35.1,10.7,2057,"0"
37,"Male","USA",5,4,62.3,10,1,18.3,2,17.7,14.3,1349,"0"
61,"Male","USA",1.3,15,71.2,11.7,36,1.6,1,17.5,6.4,2535,"0"
55,"Male","USA",1.4,0,77.8,9.1,110,14,1,10.5,16.2,649,"1"
32,"Male","Australia",2,3,73.8,14.3,35,5.2,0,0,20.3,1121,"1"
18,"Female","UK",8.9,0,71.8,2,48,2.6,1,0,18.6,1909,"1"
35,"Female","Germany",0.5,0,64.9,7,22,6.3,1,0,9,238,"0"
30,"Female","India",4.1,8,51.2,14,29,2.1,5,27.6,25.4,3231,"0"
40,"Male","Australia",2.8,19,61.1,17,17,2.3,4,35.4,16.5,2368,"0"
39,"Female","USA",6.4,13,32.5,18,52,1.7,3,33.7,25.5,2096,"1"
38,"Male","Germany",2.1,15,46.5,19,2,1.1,5,37.6,34.5,2423,"0"
44,"Female","USA",1.4,11,61.5,13,5,5.4,1,57.3,20.3,1099,"0"
23,"Male","USA",1.7,15,66.3,10.4,55,4.4,3,36.5,10.2,1838,"0"
42,"Female","India",1.5,14,73.5,9,54,0.7,4,42.3,25.2,1896,"1"
32,"Male","Germany",5,10,50.6,9,6,7.4,3,23.9,18.6,2634,"1"
40,"Male","Australia",7.1,3,66.6,14,4,4.7,1,33.2,8.1,1488,"1"
49,"Female","USA",3.5,20,44.7,13,15,5.5,6,61.6,11,3191,"0"
23,"Female","USA",1.6,13,67.7,10,18,0.7,0,25.8,20.3,1448,"0"
34,"Male","USA",1.9,9,47.3,16.9,23,10.1,2,23.3,18.6,1345,"0"
36,"Male","USA",1.5,10,64,10,27,11.4,2,12.1,18.6,3009,"0"
31,"Male","USA",3.6,0,100,4,3,7,0,6.6,18.6,299,"1"
48,"Female","France",6.9,20,56.7,16.9,85,5.4,4,34.2,18.6,4026,"0"
29,"Female","Japan",5.5,20,54.8,11,1,6.6,2,30.3,15,1384,"0"
31,"Male","India",2.3,21,65.4,15,1,0.2,6,56.7,25.9,1572,"0"
29,"Male","USA",2,24,24.7,26,14,4.6,3,55.5,18.6,1991,"0"
51,"Male","USA",1.4,14,45.9,16,6,5.4,5,15.4,24.1,2490,"0"
32,"Male","UK",4.7,8,66.4,8,8,3.9,1,19.1,13,2985,"0"
43,"Male","USA",2.5,5,55.1,10,25,5.4,2,43.7,14.5,2039,"0"
61,"Male","Germany",1.8,35,43.6,18,5,2.4,5,31.9,37.9,1896,"0"
37,"Male","France",1.3,3,70.5,9,59,0.9,0,35.6,8,2044,"1"
51,"Male","France",3.3,7,62,10,7,4.8,6,27.6,19.6,109,"0"
58,"Female","Canada",1.3,9,47.5,15,19,1.7,1,27.6,18,2217,"0"
38,"Female","USA",3.7,20,32.7,17,27,12.3,5,52.9,24.4,4208,"0"
37,"Female","USA",4.4,3,66.9,6,2,11.2,3,27.6,16.5,594,"0"
45,"Female","UK",7.8,6,69.3,7,61,10.1,1,25.3,20.3,1112,"1"
22,"Female","India",1.7,28,33.5,21,3,1.4,8,68.6,32.2,1942,"0"
28,"Male","USA",3.7,12,58.2,14,12,1,3,34.3,18.6,4109,"0"
30,"Male","USA",5,6,54.6,10.4,7,5.4,0,3.7,11.5,0,"0"
64,"Male","Germany",1.2,0,72.6,6,26,3.6,1,11.6,8,365,"1"
28,"Male","USA",1.4,14,48.7,25,6,5.9,4,48.6,29.6,1598,"1"
28,"Female","Australia",2.9,20,27,30,6,0.9,5,48.2,41.1,2653,"0"
25,"Male","Australia",4.5,18,43.3,20.8,4,6.8,5,26.2,22.3,1503,"0"
44,"Female","India",3.7,21,48.3,12,9,8.6,2,42,26.7,1231,"0"
39,"Female","France",2,3,41.5,10,21,14.1,2,26.1,18.6,1101,"0"
51,"Female","USA",2.6,28,33.5,23,14,14.2,7,27.6,35.5,1896,"0"
46,"Female","Canada",10,8,69.7,11,26,6.3,2,0,4.6,0,"0"
21,"Male","UK",3.7,25,37,20,6,3.3,2,31.2,29.2,3665,"0"
28,"Female","UK",1.4,15,59.6,12,21,7.6,4,26.8,24.6,2220,"0"
54,"Female","Germany",1,20,57.8,10,19,5.2,3,24.1,21.6,796,"0"
35,"Female","France",2.2,17,57.6,11,90,3.4,6,59.6,26.7,1896,"0"
52,"Male","Canada",5,9,65.9,10.4,10,6.5,3,38.2,18.6,2549,"0"
36,"Male","France",7.1,19,22.2,22,17,6.2,4,73.4,34.8,3861,"0"
26,"Male","USA",2.2,21,22.3,29.9,12,5.2,6,32.8,33.5,2761,"0"
34,"Male","Germany",3,19,26.8,28.6,94,5.4,7,27.6,30.6,4079,"0"
26,"Male","Canada",1.1,22,24,19.5,23,6.2,5,23,35,2477,"0"
31,"Male","USA",10,24,54,18.2,22,0.7,4,12.8,26.1,1628,"0"
40,"Other","Canada",1.9,3,65,5,6,4.8,2,22,15.5,1896,"0"
44,"Male","Japan",2.9,24,15.4,29.9,24,1.2,6,68.9,43.8,5825,"0"
18,"Female","Germany",4.7,7,94.8,7,19,19.6,1,0,13.5,866,"1"
37,"Female","UK",3.4,6,72.7,13,10,3,0,11.3,4.3,1438,"0"
30,"Female","Germany",8.6,13,60.9,27.3,84,3,13,55.7,30.9,2277,"0"
30,"Male","UK",6,8,67.8,5,12,9,0,27.3,3.8,1724,"1"
39,"Female","USA",2.7,0,63,13,56,2.2,3,25.2,17.4,2321,"0"
31,"Female","Canada",2.8,4,69.5,15,27,9,3,39.9,26.8,1865,"0"
54,"Female","UK",1.6,10,44.2,15,56,2.5,9,64,29.9,1896,"1"
52,"Male","Japan",6.8,37,29.5,26,18,3,2,58.9,38.5,1896,"0"
52,"Female","Japan",4,3,46,7.8,11,7.1,2,56.9,20.1,1902,"0"
32,"Female","USA",3,21,48.3,15.6,3,5.4,2,54.9,31.2,2190,"0"
26,"Male","USA",2.6,5,70.8,6.5,20,3.4,1,1.2,0,1161,"0"
38,"Female","USA",1.9,14,37.6,14,2,8.9,4,33.9,22.8,3238,"0"
36,"Male","India",2.8,28,30.3,27.3,0,3.4,6,36.5,46.7,2690,"0"
30,"Male","USA",2.8,0,77.6,5,38,2.1,1,27.6,17.7,2286,"0"
23,"Female","Canada",0.1,0,84.7,3,4,5.4,0,27.6,2.8,1636,"1"
37,"Male","USA",0.5,21,32.6,19,97,9.3,4,47.2,27.5,2894,"0"
33,"Female","Canada",6.2,5,43.9,14.3,27,1.7,4,28.5,25.4,2395,"0"
46,"Male","UK",0.6,9,45,9,12,5.4,1,20.8,16.9,1789,"0"
45,"Male","Germany",0.7,23,33.4,15,16,4.5,6,33.3,24.2,1065,"0"
51,"Female","Canada",4.6,9,55,10,36,7.6,5,42.7,23.7,2771,"0"
22,"Male","UK",2.8,21,51,18,6,5,6,27.6,30.1,1733,"1"
42,"Male","Germany",7.7,8,53.4,9,0,6.4,1,15.5,3.2,1293,"0"
29,"Male","Germany",3.7,23,69.7,9,1,3.8,2,27.6,31.3,2020,"1"
23,"Female","Germany",9.6,10,48.9,9.1,51,5.4,1,25.9,29.7,1896,"0"
32,"Male","India",3.6,13,45.9,12,2,10.9,3,22.7,22.9,1427,"0"
50,"Female","USA",2.3,17,49.9,17,6,6.8,5,28.4,24.3,950,"1"
33,"Female","Japan",2.1,21,59.4,12,25,1.5,3,27.6,33.4,3608,"0"
56,"Male","Germany",2.6,15,49.4,13,7,14.1,5,47.5,16.9,1901,"0"
44,"Female","USA",3.1,0,77.5,9.1,33,4.2,1,0,13.9,0,"1"
33,"Female","UK",4.7,19,50.4,18,96,3.1,7,49.8,28.2,3326,"0"
51,"Female","USA",1.3,18,63.9,10,84,6.2,2,55,28,3626,"0"
38,"Female","Germany",0.6,13,49,9,26,15.4,5,48.6,13.3,1418,"0"
26,"Other","Japan",6.4,21,35.4,23.4,1,5.4,6,27.6,37.9,2194,"0"
60,"Male","Australia",6.4,16,44,14,17,2.7,3,28.4,23,2525,"0"
41,"Male","Australia",2.6,19,57.5,18,96,9,6,41.3,24.1,1439,"0"
38,"Female","UK",4.1,0,31.9,18,21,4.6,6,39.8,22,957,"1"
27,"Male","UK",2.1,10,47.1,13,13,10.8,9,43.8,29.2,1589,"0"
52,"Female","USA",5.8,23,27,22,17,7.9,8,65.6,32.8,3753,"0"
44,"Male","UK",5,8,51.4,13,1,3.7,2,33.4,17.8,1189,"1"
45,"Male","Germany",1,15,67.6,5,28,1,0,7,5.7,111,"0"
31,"Male","Australia",0.8,0,60.8,11,14,2.4,3,13.3,16.3,0,"0"
48,"Female","USA",3.8,10,46.3,16,5,2,9,58.9,33.9,1128,"0"
48,"Female","India",1.7,12,51.4,17,41,6.2,3,45.5,34.7,3287,"0"
29,"Female","USA",0.5,1,77.5,3,2,2,0,24.6,10.7,1307,"1"
20,"Male","USA",2.5,20,28.7,20,18,3.5,4,63.1,33.1,999,"1"
44,"Female","UK",1.5,7,46.5,16.9,15,4.3,2,36.5,24,996,"0"
19,"Female","Germany",2.3,14,48.4,27.3,21,5.3,2,65.5,35.3,2158,"0"
39,"Female","Canada",2.9,16,60.2,12,6,2.8,5,29.7,25.1,1043,"0"
32,"Male","USA",3.4,5,61.7,4,45,0.6,1,22.7,7.7,296,"0"
52,"Male","Japan",0.5,18,68.9,20.8,14,2.3,3,19.7,11.6,1487,"0"
33,"Male","Canada",1.5,16,39.5,13,21,5.4,3,26.6,5.8,1790,"1"
51,"Female","Australia",0.5,13,49.6,16,17,9,2,32.7,21,71,"0"
31,"Male","India",0.6,7,79.5,7.8,1,8.1,3,17.4,18.9,1265,"0"
49,"Male","UK",4.2,2,82.8,6.5,14,4.4,1,31,19.3,2265,"1"
62,"Female","USA",1.9,11,62.3,8,57,21.1,1,29.2,13.6,1896,"0"
25,"Female","Germany",1,25,30.5,17,32,4.1,4,44.4,34.4,2970,"0"
41,"Other","USA",3.4,19,49.2,16,21,7.9,7,52.4,21,3326,"0"
70,"Male","UK",6,2,77.1,10,65,4.6,4,6.4,16.4,1738,"0"
38,"Female","USA",1.6,6,57.6,13,109,6,2,39.9,15.7,1904,"0"
38,"Female","Australia",0.8,18,70.2,7,13,9.4,1,2.8,12.2,1114,"0"
47,"Male","France",1.1,26,8.8,28,56,1.7,4,65,44,4012,"0"
38,"Male","Germany",3.1,0,81.5,5,13,4.4,0,31.8,18.6,1896,"1"
18,"Female","UK",2.7,10,44.1,22.1,40,2,2,20,26,3044,"1"
51,"Female","Japan",1.7,3,51.1,7,62,5.2,2,24.6,10.9,4318,"0"
18,"Female","UK",0.6,18,38.2,19.5,9,14.8,6,52.5,27.8,2541,"1"
32,"Male","Canada",3.3,11,60,19,5,7.1,3,56.9,18.5,1896,"0"
52,"Female","USA",0.6,2,64.6,16,86,6.7,2,27.6,18.6,633,"1"
38,"Male","USA",4.4,16,58.6,18.2,12,1.7,2,48.4,27.6,1248,"0"
29,"Female","Japan",4.4,17,52.7,11,34,15.8,3,37.9,20.8,2177,"0"
48,"Female","France",2.7,13,51.8,15,1,2.6,2,11.1,13.4,3222,"0"
27,"Male","USA",0.8,8,86.7,6,8,2.7,4,27.6,31.6,2839,"0"
23,"Female","Germany",8.1,18,53.4,14,6,3.5,2,27.6,24.9,1659,"1"
41,"Male","USA",6.6,20,27.6,24.7,43,5.4,3,65.9,41.2,5328,"0"
35,"Female","France",5.3,0,67.2,2,9,3.6,0,0,4.5,1138,"0"
23,"Female","USA",2.3,7,67.7,8,41,5.3,1,20,17,1359,"0"
45,"Male","UK",4.8,12,65,17,5,0.3,5,1.8,13.4,1896,"1"
43,"Female","UK",2,18,49,11,119,8.1,4,27.6,24.2,2080,"0"
33,"Female","Canada",2.9,23,34.1,16,68,5.4,4,35,30.1,2180,"0"
34,"Female","USA",0.5,17,47.2,18.2,50,6.8,2,27.6,22.2,3810,"0"
38,"Female","Germany",3.4,4,65,8,99,3.8,3,13.8,12.9,802,"0"
52,"Male","Canada",3.2,4,58.3,8,81,5.7,1,23.7,16.8,2297,"0"
34,"Male","USA",0.7,12,79.1,18,22,0.4,3,27.6,10.3,1896,"1"
45,"Female","France",1.2,5,69.2,8,13,2.6,2,49,19.6,748,"1"
44,"Male","Canada",0.5,0,61.1,3.9,7,5.3,0,53.9,18.6,0,"0"
48,"Male","India",9.6,13,82,9,42,3.1,3,1.3,20.2,2061,"0"
38,"Female","Canada",5.4,9,69.5,4,1,9.5,1,13.7,18.6,1417,"1"
27,"Male","USA",3.3,8,85.9,11.7,21,9,3,25.1,19.6,2127,"0"
32,"Male","USA",1.8,15,42.4,13,14,2.8,3,18.5,26.6,2795,"0"
42,"Male","Canada",2.9,5,46.4,25,33,10.1,5,48.4,23.9,3058,"0"
